Options:
Model:                           Continuous: Directional
Tree File Name:                  tree.nex
Data File Name:                  data.txt
Log File Name:                   data.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2656037207
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      1000000
Burn in:                         500000
MCMC ML Start:                   False
Schedule File:                   data.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Tags:	1
Estimating values for taxa and Sites
	data           1 
Restrictions:
    Alpha-1                      None
    Beta-1                       None
Prior Information:
    Priors
        Alpha-1 - uniform -0.07 0.81 
        Beta-1 - uniform -0.07 0.81 
        AncState-1 - uniform -100.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       212
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Beta 1	Sigma^2 1 	Est Ancestral_value - 1	
500100	-190.822327	1	0.340855191778	0.144482086701	4.557224887936	0.340400623520	
500200	-191.226696	1	0.340257450816	0.481384112681	4.574642998611	0.340743038927	
500300	-191.224598	1	0.341215381707	0.645897789386	4.574552466874	0.341307716649	
500400	-191.822999	1	0.341405237857	0.260015291886	4.600450181524	0.340393192083	
500500	-191.539024	1	0.339363969415	0.547472655297	4.588142054830	0.338703205753	
500600	-191.973426	1	0.332116716731	0.526401537655	4.606983436412	0.331185385213	
500700	-191.723996	1	0.333282580783	0.741777482023	4.596155414886	0.333850537883	
500800	-191.318533	1	0.331260762699	0.643086593664	4.578608160344	0.331583395179	
500900	-190.860508	1	0.331509011491	0.246865342961	4.558866724010	0.331906213662	
501000	-191.030190	1	0.329365694111	0.085242790096	4.566170281529	0.328701193310	
501100	-190.852377	1	0.332073282452	0.219712142822	4.558517031933	0.331655706901	
501200	-190.962245	1	0.332500056462	0.169304098500	4.563244317958	0.333062811117	
501300	-192.111069	1	0.334373962580	0.187572741880	4.612969553129	0.333209714784	
501400	-190.838221	1	0.332335101254	0.096792315015	4.557908301036	0.331827248227	
501500	-190.536217	1	0.331115602704	0.069001505833	4.544940854774	0.331161045724	
501600	-190.580340	1	0.329460552998	-0.031048954946	4.546833089017	0.329778391473	
501700	-190.757987	1	0.325998431885	0.067934837507	4.554459580323	0.326451655004	
501800	-190.467215	1	0.325255695102	-0.049091694870	4.541983235373	0.325168362982	
501900	-192.472934	1	0.326506392880	0.143181817227	4.628744339739	0.327820558998	
502000	-190.567057	1	0.326900794072	-0.016685299127	4.546263370533	0.327186613658	
502100	-190.537752	1	0.328105846157	-0.029215837455	4.545006664971	0.327857856892	
502200	-191.034769	1	0.327977781642	0.531100026403	4.566367530709	0.328024448616	
502300	-190.874178	1	0.328548805211	0.017184527546	4.559454681559	0.329133840029	
502400	-190.695406	1	0.329774636497	0.011861755302	4.551771477521	0.329347671595	
502500	-190.750371	1	0.330230303783	0.280092777486	4.554132370039	0.330393820921	
502600	-191.413551	1	0.330157658869	0.729638143645	4.582714254268	0.329915059813	
502700	-193.885389	1	0.330028438093	0.570477573549	4.690835341640	0.328420043931	
502800	-191.131771	1	0.331979328271	0.135909697998	4.570548159325	0.331273947488	
502900	-190.856795	1	0.325968892532	0.397292944619	4.558707026907	0.326027163108	
503000	-193.493626	1	0.327402534149	0.310239033121	4.673530597944	0.328992968075	
503100	-190.777243	1	0.328313002313	0.230717994111	4.555287025142	0.328001187630	
503200	-191.510969	1	0.326657203942	0.716988300520	4.586927872407	0.327069977615	
503300	-191.112918	1	0.322340248070	-0.015111287718	4.569735339816	0.323101132857	
503400	-193.385010	1	0.326356963998	0.156883141478	4.668744162759	0.324755581088	
503500	-190.798743	1	0.328009118715	0.337931843854	4.556211061810	0.327891593155	
503600	-190.607809	1	0.326172571965	0.154044245731	4.548011539647	0.326257397801	
503700	-190.641444	1	0.323127327175	0.182215563656	4.549454892739	0.323000459087	
503800	-190.600545	1	0.323074021370	0.153709295730	4.547699871506	0.323112925799	
503900	-193.197354	1	0.327108410835	0.156625545309	4.660486194016	0.325562643758	
504000	-190.969233	1	0.325437803065	0.264692772265	4.563545188438	0.324945651770	
504100	-190.596063	1	0.325120740118	0.069291283722	4.547507576122	0.325360075951	
504200	-191.011148	1	0.324795214654	-0.004990097992	4.565350082368	0.324102218387	
504300	-190.783984	1	0.324474440794	0.263191844610	4.555576726322	0.324200641960	
504400	-191.798394	1	0.326949930624	0.348912065528	4.599382445893	0.325991875314	
504500	-190.718586	1	0.324749085144	0.002717511373	4.552766985170	0.324291681325	
504600	-190.484897	1	0.323642932317	-0.004906896682	4.542740949138	0.323674783192	
504700	-190.685014	1	0.326535516006	0.152712189174	4.551325288414	0.326255536540	
504800	-191.263452	1	0.328083921197	0.039221033865	4.576229559932	0.328911441558	
504900	-190.920500	1	0.325343554823	0.449566380233	4.561447582829	0.325308765780	
505000	-191.491106	1	0.327496274478	0.678862148018	4.586068406232	0.327955338073	
505100	-191.686417	1	0.330419147179	0.700163360838	4.594526272373	0.331015518446	
505200	-190.622937	1	0.329942959563	0.161259612852	4.548660641525	0.329822647936	
505300	-191.218628	1	0.329844103713	0.434835183187	4.574294850380	0.329306349060	
505400	-191.315407	1	0.327646624632	0.709311044393	4.578473103387	0.327596013554	
505500	-190.812051	1	0.328710398337	0.030096361601	4.556783156094	0.329237628446	
505600	-194.730518	1	0.328675480878	0.136273879099	4.728384441723	0.330636140140	
505700	-190.596381	1	0.325198454993	-0.001224940884	4.547521231456	0.325514919565	
505800	-190.717908	1	0.326602487252	0.076709659682	4.552737860544	0.326198736583	
505900	-191.175224	1	0.325373194018	0.131574522724	4.572422183189	0.326109359841	
506000	-191.341973	1	0.327464581197	0.329890897348	4.579620745170	0.326744485945	
506100	-191.132883	1	0.327771385780	-0.063377414053	4.570596102310	0.328559299746	
506200	-190.569367	1	0.326454439094	0.071704921276	4.546362428189	0.326277812811	
506300	-191.390972	1	0.326054829658	0.648172154697	4.581738182959	0.325647847889	
506400	-191.000883	1	0.323819044110	0.033012055829	4.564907993664	0.323148867065	
506500	-190.779500	1	0.322690961469	0.101627059613	4.555384023118	0.323141310864	
506600	-192.320221	1	0.321097944385	0.161583602835	4.622080544453	0.322352027360	
506700	-193.706975	1	0.322006407061	-0.042363588428	4.682946578391	0.323736442030	
506800	-191.652842	1	0.321963576446	0.492404492872	4.593071226623	0.321175838573	
506900	-190.839851	1	0.320025289588	0.150928201024	4.557978359432	0.319553922802	
507000	-190.978342	1	0.319109700403	0.287104264136	4.563937330772	0.319590556040	
507100	-190.876009	1	0.322527652268	0.331661935142	4.559533434147	0.322223477917	
507200	-191.562800	1	0.323081099580	0.385983523765	4.589171261727	0.323895305663	
507300	-191.033217	1	0.324596264113	0.367737820184	4.566300668984	0.324152041870	
507400	-190.738354	1	0.322794625428	-0.010286400445	4.553616107690	0.322310283633	
507500	-190.843050	1	0.323032796612	0.379812169424	4.558115941543	0.323139100953	
507600	-191.172751	1	0.322175967912	0.207259626347	4.572315518954	0.322868928965	
507700	-190.820114	1	0.328208830723	0.303095744863	4.557129771471	0.327947091811	
507800	-190.540498	1	0.326204817432	-0.021967801897	4.545124397547	0.326450613167	
507900	-190.744372	1	0.327052849395	0.254213976419	4.553874647669	0.327268414367	
508000	-190.885967	1	0.324180679822	0.415962349010	4.559961761928	0.324278213600	
508100	-190.601236	1	0.325535588289	0.092082799905	4.547729515570	0.325751544313	
508200	-190.760961	1	0.321301242006	0.316767823716	4.554587387520	0.321357740057	
508300	-191.243654	1	0.323971579431	-0.020730771436	4.575374927175	0.323134134900	
508400	-190.489913	1	0.321612536722	-0.013246348828	4.542955923138	0.321511017655	
508500	-191.048063	1	0.324051744189	0.538373214581	4.566940264640	0.324132737809	
508600	-193.101800	1	0.327092103068	0.715671690250	4.656286898778	0.325810552102	
508700	-190.879990	1	0.326740890488	0.372801791188	4.559704677831	0.326514457039	
508800	-191.130875	1	0.326709071333	0.083012550825	4.570509521165	0.327440884414	
508900	-190.842269	1	0.326888679073	0.036172558300	4.558082363661	0.327438316216	
509000	-194.061604	1	0.326806366803	0.594150770364	4.698639911611	0.328456083145	
509100	-191.361489	1	0.328811756248	-0.063364917814	4.580463963213	0.329722753525	
509200	-190.695342	1	0.328823155505	0.184015495679	4.551768741038	0.329072857381	
509300	-192.891974	1	0.325766333720	0.317482525216	4.647078936772	0.327167032188	
509400	-190.728510	1	0.326130108790	0.204636682933	4.553193230544	0.325854420260	
509500	-190.832465	1	0.323293473321	0.195402718763	4.557660776703	0.322870201066	
509600	-192.726743	1	0.326497603054	0.221270097115	4.639840798394	0.325119742305	
509700	-191.281869	1	0.323470424139	0.185569234800	4.577024747274	0.324243595368	
509800	-191.292022	1	0.321597974519	0.201694125994	4.577463142780	0.322368796653	
509900	-190.486329	1	0.317866711468	-0.001091880443	4.542802332030	0.317896088548	
510000	-190.565432	1	0.311483177614	-0.055318438395	4.546193692555	0.311165501591	
510100	-191.128360	1	0.312809660958	0.499161327681	4.570401105086	0.313177710915	
510200	-190.481039	1	0.312639067239	-0.064462652583	4.542575603280	0.312470650648	
510300	-191.050518	1	0.310711806845	0.486347617902	4.567046006385	0.310996737012	
510400	-192.365565	1	0.309618769608	0.505062331670	4.624058200040	0.310744373021	
510500	-192.424717	1	0.305762087092	0.309254692187	4.626639283149	0.304519985663	
510600	-195.748344	1	0.301471928794	0.407164901602	4.774005687888	0.303608683736	
510700	-190.463582	1	0.297862152441	-0.040887473664	4.541827580984	0.297910999218	
510800	-191.051784	1	0.297143307076	0.242580162367	4.567100561368	0.296555823170	
510900	-192.615537	1	0.296293513161	0.458833253054	4.634975632255	0.295044411751	
511000	-191.064267	1	0.293415890135	0.233330207997	4.567638450326	0.294020516038	
511100	-191.345790	1	0.292851592092	0.676260096299	4.579785639629	0.292535521562	
