Options:
Model:                           Continuous: Directional
Tree File Name:                  tree.nex
Data File Name:                  data.txt
Log File Name:                   data.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2656037207
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      1000000
Burn in:                         500000
MCMC ML Start:                   False
Schedule File:                   data.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Tags:	1
Estimating values for taxa and Sites
	data           1 
Restrictions:
    Alpha-1                      None
    Beta-1                       None
Prior Information:
    Priors
        Alpha-1 - uniform -0.07 0.81 
        Beta-1 - uniform -0.07 0.81 
        AncState-1 - uniform -100.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       212
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Beta 1	Sigma^2 1 	Est Ancestral_value - 1	
502400	-190.930698	1	0.178868747931	0.289877327934	4.561886463052	0.179333397986	
502500	-190.975400	1	0.175498120133	0.149796763786	4.563810663278	0.174893717383	
502600	-190.946362	1	0.176193800943	0.492949654735	4.562560632270	0.176038583226	
502700	-190.472745	1	0.178077989279	-0.030550115319	4.542220209873	0.178155306401	
502800	-191.170953	1	0.177464119455	0.604791599907	4.572237970575	0.177163998423	
502900	-190.695593	1	0.172742663037	-0.027294491395	4.551779514720	0.172287768384	
503000	-190.844008	1	0.178204884729	0.422358125199	4.558157127011	0.178298230641	
503100	-191.018479	1	0.179158565357	0.544715053603	4.565665821012	0.178994192172	
503200	-191.058264	1	0.182669174177	0.348316438129	4.567379784907	0.182141822425	
503300	-190.775069	1	0.184267926304	0.138295070940	4.555193616645	0.183832199788	
503400	-191.750736	1	0.186195268290	0.415523472710	4.597315031371	0.185276472454	
503500	-193.757454	1	0.182194439489	0.364739577314	4.685177226971	0.183855676107	
503600	-191.166632	1	0.182148587792	0.382884821879	4.572051549844	0.181562734093	
503700	-190.556420	1	0.184048222973	0.017007989718	4.545807160325	0.183801835586	
503800	-190.762287	1	0.184990144429	0.351987596848	4.554644353572	0.184925552800	
503900	-190.628191	1	0.185258400680	0.139555637141	4.548886104352	0.185023335855	
504000	-190.884249	1	0.185258400680	0.460286639190	4.559887888709	0.185210478957	
504100	-192.092888	1	0.186851857591	0.268264788030	4.612178408911	0.185711905357	
504200	-190.699170	1	0.185491458970	0.013075610356	4.551933126072	0.185930244775	
504300	-191.632897	1	0.187038799731	0.374795422714	4.592207072070	0.186156975515	
504400	-191.366456	1	0.187260741015	0.317419275258	4.580678626842	0.186493785320	
504500	-191.669401	1	0.187555253150	0.768097837514	4.593788790815	0.188110119318	
504600	-190.802614	1	0.189450532413	0.391323903851	4.556377449705	0.189479637711	
504700	-190.510445	1	0.183638051932	-0.023518769476	4.543835950011	0.183831868436	
504800	-191.017806	1	0.183377113112	0.109492734512	4.565636840928	0.182721553632	
504900	-190.666300	1	0.180530409816	0.239166551894	4.550521839665	0.180399096202	
505000	-190.661121	1	0.183584432956	0.071185654130	4.550299490996	0.183227585702	
505100	-191.897424	1	0.175552543379	0.536516570024	4.603681386962	0.176471364803	
505200	-191.316515	1	0.176625600217	0.069928042845	4.578520988290	0.175773329930	
505300	-191.392120	1	0.175161941020	0.596414150122	4.581787810147	0.175713683606	
505400	-190.838256	1	0.176048973679	0.183434502155	4.557909805669	0.176514556684	
505500	-191.639122	1	0.173485816637	0.207436043579	4.592476759659	0.172520395414	
505600	-191.063654	1	0.174233710116	0.437108663078	4.567612038781	0.174674507113	
505700	-191.623168	1	0.169366467782	0.045890116493	4.591785601968	0.170376666870	
505800	-191.827289	1	0.166623319107	0.259160528681	4.600636405484	0.167655321477	
505900	-190.544711	1	0.164639671256	0.105906179385	4.545305085305	0.164676140768	
506000	-191.255783	1	0.167408896274	0.118532281852	4.575898514964	0.166607581185	
506100	-190.704642	1	0.164241263102	0.254608781639	4.552168136600	0.164037747399	
506200	-190.772395	1	0.165455087646	0.187875857090	4.555078683075	0.165062366707	
506300	-190.734700	1	0.165281471776	0.257603485161	4.553459155191	0.165024122597	
506400	-190.980144	1	0.164872472588	0.510910745718	4.564014956882	0.164680226121	
506500	-192.018563	1	0.166056557620	0.361236194356	4.608945582918	0.167128913964	
506600	-191.285275	1	0.167940607027	0.701684667795	4.577171816880	0.168193427914	
506700	-190.671699	1	0.165617282327	-0.029364768405	4.550753588412	0.166048010436	
506800	-190.927129	1	0.170887863128	0.475102457308	4.561732869504	0.171056459383	
506900	-191.155601	1	0.168312516351	0.356316912452	4.571575779699	0.167710902903	
507000	-190.721585	1	0.171026676094	0.186840416291	4.552895789683	0.170697532726	
507100	-190.548998	1	0.175990215167	0.076336352432	4.545488890566	0.175840286226	
507200	-190.960433	1	0.175705215860	0.521918173650	4.563166325415	0.175651748673	
507300	-190.664879	1	0.175976686449	0.228645110538	4.550460823125	0.175819243635	
507400	-190.626847	1	0.175805085865	0.047911363249	4.548828421317	0.175475143351	
507500	-191.656425	1	0.173927030290	0.523968177324	4.593226482590	0.173128217152	
507600	-191.140903	1	0.172543712677	0.586613828401	4.570941954538	0.172840457943	
507700	-190.914616	1	0.172529923137	0.480109912277	4.561194405465	0.172425642968	
507800	-192.018349	1	0.176304508560	0.796504038149	4.608936309345	0.175536896245	
507900	-191.297567	1	0.179606368120	0.190883493279	4.577702627491	0.178812240079	
508000	-190.891095	1	0.180235612359	0.468630814362	4.560182381319	0.180214169099	
508100	-190.754585	1	0.180706917210	0.290791781972	4.554313433199	0.180939881509	
508200	-195.505529	1	0.176553630521	0.651575412074	4.763082375106	0.178571865498	
508300	-190.534672	1	0.171374905202	0.017607179646	4.544874606150	0.171174329194	
508400	-191.367256	1	0.168191150073	0.652440712711	4.580713178478	0.167734421737	
508500	-191.163484	1	0.167426801103	0.309515654614	4.571915772701	0.168069300646	
508600	-190.934709	1	0.164809534682	0.485779751554	4.562059068365	0.164966789824	
508700	-190.555883	1	0.168999646592	-0.027139806046	4.545784145385	0.168717681323	
508800	-190.652142	1	0.165691649233	0.042628968595	4.549914045259	0.165325039091	
508900	-191.812723	1	0.163511681722	0.071520998061	4.600004229502	0.162425022517	
509000	-192.035643	1	0.163844721162	0.391121836643	4.609688325180	0.164910829371	
509100	-190.973611	1	0.157132521749	-0.034352807367	4.563733662121	0.156452788332	
509200	-190.897095	1	0.159508377255	0.473226463511	4.560440521315	0.159431444904	
509300	-190.607339	1	0.160609171897	0.162377759075	4.547991373318	0.160757896457	
509400	-190.927428	1	0.163137243274	0.064109628016	4.561745739582	0.163748659674	
509500	-190.797499	1	0.162251597979	0.150779665258	4.556157612838	0.162702151142	
509600	-190.537207	1	0.159231429141	0.088298587561	4.544983291484	0.159301341278	
509700	-191.044794	1	0.159075277760	0.100967402896	4.566799412987	0.159753514235	
509800	-190.971929	1	0.159016431558	0.422131475720	4.563661252691	0.158656212379	
509900	-191.619904	1	0.158702677778	0.326135677736	4.591644223984	0.159606726436	
510000	-191.291805	1	0.158934626912	0.340198367076	4.577453774081	0.158225155513	
510100	-192.078396	1	0.159283342628	0.565043702297	4.611547892332	0.158293225012	
510200	-191.364617	1	0.160505631930	0.753422800984	4.580599150362	0.160756015751	
510300	-190.505242	1	0.159784276606	0.036482141190	4.543612939500	0.159723137767	
510400	-190.771424	1	0.158415479005	0.090023569276	4.555036978637	0.158881347701	
510500	-191.429663	1	0.157342661463	0.388750758719	4.583410851113	0.156579143350	
510600	-190.682064	1	0.157635300870	0.278899361784	4.551198599740	0.157673281878	
510700	-190.855945	1	0.155211729724	-0.014942982046	4.558670471505	0.155800395060	
510800	-190.704693	1	0.156312027848	0.021973453687	4.552170300572	0.156750327308	
510900	-191.333745	1	0.159094516292	0.446510537380	4.579265252371	0.158435338439	
511000	-191.134063	1	0.157531536584	0.559192240967	4.570646980161	0.157879678144	
511100	-190.527979	1	0.156640640203	0.081625779890	4.544587653909	0.156657058811	
511200	-191.240777	1	0.159824814419	0.716442378632	4.575250754623	0.159755501116	
511300	-191.511904	1	0.158920752214	0.103469023119	4.586968325728	0.159862083367	
511400	-191.562541	1	0.157865121154	0.158981907720	4.589160061345	0.156917878603	
511500	-190.855633	1	0.156827042330	0.024248140609	4.558657050746	0.156253845512	
511600	-191.962225	1	0.151220167926	-0.021944915365	4.606496656330	0.152387663426	
511700	-190.803698	1	0.150434049242	0.156075291647	4.556424063222	0.150887358651	
511800	-190.794284	1	0.151825646267	0.391883518785	4.556019406838	0.151839164534	
511900	-191.127503	1	0.148413163027	0.391756904842	4.570364129915	0.147860915992	
512000	-190.923950	1	0.146055527807	0.348346218917	4.561596052722	0.146457458533	
512100	-190.889018	1	0.146474494558	-0.045861353576	4.560093054802	0.147097603331	
512200	-191.982457	1	0.144949726006	0.013914108577	4.607375956016	0.143781162740	
512300	-191.452469	1	0.144417366003	0.346656208297	4.584397102454	0.145221587273	
512400	-190.774957	1	0.143405733218	0.018851142845	4.555188818843	0.142898998625	
512500	-190.996764	1	0.146581551105	0.307656791587	4.564730602036	0.146066973962	
512600	-191.062245	1	0.147533247484	0.320784508433	4.567551324146	0.146973956073	
512700	-190.744838	1	0.146680399855	0.339041869147	4.553894649141	0.146597901425	
512800	-190.527469	1	0.147339538346	-0.028244851851	4.544565770553	0.147110779532	
512900	-190.729170	1	0.145801356159	0.327878096914	4.553221600875	0.145855025788	
513000	-190.649085	1	0.146604162837	0.033497306934	4.549782842173	0.146236222231	
513100	-191.600558	1	0.145368726201	0.126438726642	4.590806280717	0.144392264133	
513200	-190.639208	1	0.142189874799	0.027130195522	4.549358927634	0.141830430279	
513300	-191.204641	1	0.145824052423	0.639402630848	4.573691285399	0.145531934552	
513400	-191.396721	1	0.143026489322	0.761949152951	4.581986668830	0.143320359309	
513500	-191.653029	1	0.144507185425	0.630864338418	4.593079346771	0.145220197124	
513600	-190.831547	1	0.142941152053	0.078791438744	4.557621322765	0.142414047495	
513700	-191.092095	1	0.141691210037	0.503890911087	4.568837731146	0.142082805348	
513800	-193.740231	1	0.140551598497	0.419257885037	4.684416050179	0.138909573833	
513900	-190.933152	1	0.142644127440	0.152488861426	4.561992073222	0.142073136063	
514000	-190.877717	1	0.141611968718	0.370805811579	4.559606914216	0.141926114454	
514100	-191.150459	1	0.146496266706	0.521554199466	4.571354053273	0.146066405973	
514200	-190.697144	1	0.144677712493	-0.015837699898	4.551846133778	0.144228996756	
514300	-191.353421	1	0.143889015176	0.675415085224	4.580115380151	0.143473486363	
514400	-192.480104	1	0.139115994320	0.533587591825	4.629057457775	0.140297454030	
514500	-191.022224	1	0.143411762830	0.571692880025	4.565827118597	0.143498199195	
514600	-191.485637	1	0.143189852542	0.654296050833	4.585831795366	0.143758586627	
514700	-193.007724	1	0.140918075418	0.100537895731	4.652156217272	0.142424615362	
514800	-190.535812	1	0.141375652638	0.080291446938	4.544923470039	0.141463842233	
514900	-190.664309	1	0.137509246755	0.183451889186	4.550436363048	0.137263793224	
515000	-190.490371	1	0.137918767542	0.012250495165	4.542975541565	0.137940811001	
515100	-191.209356	1	0.139294512661	0.188962923004	4.573894748209	0.140038611339	
515200	-190.609139	1	0.139466325846	0.194625082667	4.548068580253	0.139512362043	
515300	-191.217786	1	0.140978627331	0.701822518511	4.574258520679	0.140868381651	
515400	-191.842759	1	0.141019294483	0.101793271624	4.601307882153	0.139928012050	
515500	-191.824708	1	0.137106382039	0.195308303266	4.600524378030	0.138161760581	
515600	-191.522916	1	0.133516263223	0.713394135955	4.587444856660	0.132989296978	
515700	-190.878382	1	0.139161011380	0.467170537732	4.559635493773	0.139174916279	
515800	-190.786665	1	0.137258013462	0.068090533907	4.555691937509	0.136765553303	
515900	-190.813645	1	0.141969022638	0.390003176178	4.556851674504	0.141822761283	
516000	-190.639630	1	0.145219739823	0.018056364944	4.549377047237	0.145585893346	
516100	-190.983829	1	0.146122527597	0.059156327345	4.564173622223	0.146776318443	
516200	-192.296120	1	0.147261197234	0.437326882339	4.621029780655	0.148415517424	
516300	-190.632744	1	0.148449858462	-0.012818501479	4.549081501300	0.148826409699	
516400	-191.146412	1	0.147011813504	0.084722786005	4.571179516791	0.146262094222	
516500	-191.988381	1	0.146552069014	0.212045275723	4.607633440306	0.145433221331	
516600	-192.065373	1	0.144180193526	0.028080679124	4.610981375815	0.142982168465	
516700	-191.429480	1	0.145843751448	0.072410938438	4.583402946636	0.144933812088	
516800	-191.189726	1	0.143173419624	0.553949289365	4.573047787471	0.143600783257	
516900	-191.201043	1	0.144640727687	0.698432099063	4.573536032014	0.144621480222	
517000	-191.552570	1	0.143071696209	0.799067932090	4.588728423969	0.143486201372	
517100	-190.594325	1	0.145261391539	0.172664898314	4.547433001678	0.145323080995	
517200	-191.032151	1	0.147521514242	0.552737596262	4.566254740716	0.147324413780	
517300	-191.196175	1	0.148752764914	0.694342743252	4.573326001234	0.148736738745	
517400	-190.688710	1	0.150424400169	0.204396059889	4.551483954427	0.150683118022	
517500	-190.639148	1	0.149412210613	0.216373286567	4.549356341094	0.149526195734	
517600	-190.835688	1	0.145877533417	0.232052244991	4.557799360306	0.146302162081	
517700	-190.505198	1	0.144796022806	0.041963058794	4.543611038856	0.144812042615	
517800	-190.742631	1	0.144236032222	-0.049233959673	4.553799855012	0.143730194620	
517900	-191.513523	1	0.140494984729	0.559486858197	4.587038364908	0.141182875223	
518000	-190.883145	1	0.142903586565	0.400402263853	4.559840401708	0.142631224732	
518100	-190.795692	1	0.142341759621	0.370790163251	4.556079956018	0.142496053260	
518200	-192.324769	1	0.143272249598	0.428270920234	4.622278876391	0.144442413482	
518300	-191.612576	1	0.138902020142	0.539646162895	4.591326790282	0.139669290440	
518400	-190.663047	1	0.140311588591	0.075415820850	4.550382173804	0.139956438152	
518500	-191.075210	1	0.139793568395	0.154621251479	4.568110013664	0.139119498289	
518600	-190.762008	1	0.139199632934	0.151917501889	4.554632378942	0.138786800940	
518700	-190.695863	1	0.134661227637	0.034658302035	4.551791138525	0.135081525234	
518800	-191.313520	1	0.137514567049	0.666186408034	4.578391633829	0.137125771566	
518900	-191.452530	1	0.139220164945	0.616066676700	4.584399714339	0.139808067469	
519000	-191.135877	1	0.137206052998	0.601614685578	4.570725203594	0.136932118474	
519100	-190.682580	1	0.137578104407	0.154613623469	4.551220758681	0.137267681797	
519200	-191.145303	1	0.137847937698	0.072367667307	4.571131681824	0.138601325214	
519300	-191.313166	1	0.132906795470	0.661979694162	4.578376340439	0.133304641587	
519400	-191.197738	1	0.131534863408	0.699730801209	4.573393427809	0.131520185206	
519500	-191.322878	1	0.133331658054	0.712714795625	4.578795814029	0.133022765407	
519600	-190.712195	1	0.133840982127	0.285221924280	4.552492512664	0.134002169754	
519700	-191.208357	1	0.130737093708	0.675938478838	4.573851638457	0.130528042083	
519800	-191.036242	1	0.129490047364	0.443148738804	4.566430979292	0.129075189245	
519900	-192.102602	1	0.131618776084	0.521805635872	4.612601118670	0.132649679898	
520000	-192.602649	1	0.133207051779	0.647421680267	4.634412106494	0.134375848199	
520100	-191.551662	1	0.135127243749	0.592025416611	4.588689116043	0.134442599625	
520200	-190.626284	1	0.133501488314	0.152213978623	4.548804260055	0.133717700058	
520300	-192.645972	1	0.131250289477	0.022818459877	4.636306642207	0.129845397703	
520400	-191.321738	1	0.131403706642	0.753377809916	4.578746582431	0.131216164417	
520500	-191.030616	1	0.132562240754	0.579056705777	4.566188628851	0.132467723314	
520600	-191.230969	1	0.132680431366	0.720563969940	4.574827438926	0.132693819189	
520700	-190.807144	1	0.129869477720	0.347761023643	4.556572176236	0.129629194876	
520800	-191.387504	1	0.129940631017	0.665821601148	4.581588278276	0.130411886897	
520900	-191.029901	1	0.130013780903	0.066933156950	4.566157800782	0.130695446264	
521000	-190.676737	1	0.131936929182	0.225906032143	4.550969889455	0.131734396944	
521100	-191.077757	1	0.131989163826	-0.049929142432	4.568219780165	0.132737735473	
521200	-190.489100	1	0.129790417330	0.002075384115	4.542921090051	0.129734440411	
521300	-191.514272	1	0.133263582331	0.431274589952	4.587070781785	0.134051985223	
521400	-191.221560	1	0.133100625742	0.638511744007	4.574421366585	0.133426513933	
521500	-191.730569	1	0.134203216653	0.639657283709	4.596440457983	0.133447582283	
521600	-192.006588	1	0.135271668232	0.443301496040	4.608424959877	0.136301835607	
521700	-194.260434	1	0.136754869973	0.352158117589	4.707461649144	0.134951682349	
521800	-191.092590	1	0.143253342838	0.068486406990	4.568859065892	0.142531060536	
521900	-191.264146	1	0.145357606408	0.462262555346	4.576259554299	0.145954883040	
522000	-190.981654	1	0.142832256865	-0.050998055465	4.564079971062	0.143520942914	
522100	-190.514307	1	0.143470850970	0.054688607455	4.544001509991	0.143426147966	
522200	-190.547944	1	0.145253472229	0.112580278915	4.545443701789	0.145236922626	
522300	-190.782323	1	0.145761325643	0.079990721671	4.555505349829	0.145279245257	
522400	-191.080936	1	0.151888086276	0.305255074371	4.568356764764	0.152473917621	
522500	-190.904344	1	0.154494116541	0.480050703718	4.560752414077	0.154571978098	
522600	-190.455556	1	0.157204190740	-0.059694996783	4.541483691110	0.157205592097	
522700	-190.865716	1	0.158779078165	0.354267180873	4.559090692159	0.159096702798	
522800	-191.194315	1	0.156050086749	0.344396235553	4.573245763379	0.156690984683	
522900	-190.846830	1	0.156383238124	0.274180180858	4.558278462129	0.156777779031	
523000	-191.900554	1	0.160690501150	0.493004235352	4.603817342899	0.159740421963	
523100	-193.809214	1	0.156423429465	-0.036094363937	4.687465551114	0.158180064213	
523200	-193.134107	1	0.157189455311	0.316153592051	4.657706276081	0.158681802752	
523300	-190.703853	1	0.157996047668	0.302743126896	4.552134218135	0.157969947373	
523400	-191.461496	1	0.158295724533	0.057764019054	4.584787533412	0.157365352833	
523500	-190.648796	1	0.158292122866	0.186988641756	4.549770459676	0.158498946683	
523600	-190.770634	1	0.157466450396	0.319173826655	4.555003022412	0.157249820560	
523700	-191.594963	1	0.157487913591	0.173629572430	4.590563965401	0.156530305542	
523800	-191.574059	1	0.159006495007	0.070259257284	4.589658748525	0.158025613998	
523900	-192.567412	1	0.160123911700	0.038602227793	4.632871762585	0.161500495343	
524000	-193.903819	1	0.161051753874	0.799700764897	4.691650989043	0.162583106391	
524100	-190.719008	1	0.159186215296	0.315197077232	4.552785123329	0.159129124112	
524200	-190.727170	1	0.158092578693	-0.022285599138	4.553135669652	0.157610382318	
524300	-190.895360	1	0.155883124917	0.105245964203	4.560365873897	0.155316518103	
524400	-191.588793	1	0.154985692466	0.748109712504	4.590296751876	0.155513580195	
524500	-191.386167	1	0.154220794388	0.214183345148	4.581530476362	0.153386305596	
524600	-191.448975	1	0.154164323602	0.746497230450	4.584245984456	0.154555651282	
524700	-191.118152	1	0.150378738276	0.194287285787	4.569960984800	0.149696123407	
524800	-191.450000	1	0.146631480425	0.293340721894	4.584290296799	0.145799696524	
524900	-190.881863	1	0.148991855218	0.444904676472	4.559785234256	0.148832180036	
525000	-191.371361	1	0.146918447328	0.795573757514	4.580890596560	0.147015618573	
525100	-191.722351	1	0.149172589403	0.153733273814	4.596084113057	0.148148957557	
525200	-190.610700	1	0.141349877191	0.198245140521	4.548135577403	0.141320460678	
525300	-190.813870	1	0.143758311664	0.409345523986	4.556861335102	0.143715687682	
525400	-190.975150	1	0.145583214650	0.295050449349	4.563799919105	0.146089370283	
525500	-193.723969	1	0.148173826940	0.274071698099	4.683697435317	0.146495919185	
525600	-191.296566	1	0.148123183592	0.042999932777	4.577659399862	0.148972735262	
525700	-193.029216	1	0.144773134250	0.262155178254	4.653099574096	0.143297725223	
525800	-191.205327	1	0.143373331208	0.671603710802	4.573720892793	0.143166853205	
525900	-190.663784	1	0.140038948123	0.136815333151	4.550413830065	0.140340125750	
526000	-191.641403	1	0.137932425095	0.690241471021	4.592575608206	0.137285885395	
526100	-191.389203	1	0.136282037581	0.750859943228	4.581661732708	0.136596568138	
526200	-192.076356	1	0.136803316254	-0.037470558878	4.611459150509	0.135589645130	
526300	-190.579764	1	0.136195460908	0.107488905280	4.546808409422	0.136016293869	
526400	-192.244112	1	0.135402910030	0.033045515048	4.618763057539	0.136666748884	
526500	-190.599577	1	0.134776629210	-0.046773680122	4.547658360537	0.134424971929	
526600	-191.871525	1	0.135657622347	0.763552421931	4.602556731725	0.136380836722	
526700	-190.605111	1	0.137082671640	0.170120384021	4.547895756359	0.136957949238	
526800	-191.387493	1	0.134878061539	-0.047961710444	4.581587793582	0.133959682543	
526900	-190.930996	1	0.130850197398	0.423934230534	4.561899284298	0.131159984673	
527000	-190.657895	1	0.129008958417	0.256971371292	4.550161017033	0.129011128601	
527100	-197.671044	1	0.129881863674	0.325687753805	4.861389976210	0.132439230202	
527200	-191.087820	1	0.130152099487	0.477375024948	4.568653462218	0.129725528872	
527300	-192.596326	1	0.130060298350	0.493303971348	4.634135698528	0.128814395350	
527400	-190.837971	1	0.129086830720	0.215666087112	4.557897543086	0.129529178318	
527500	-191.903266	1	0.125230677580	0.422105323045	4.603935123055	0.124235753929	
527600	-190.596382	1	0.125255493963	0.099600575255	4.547521286099	0.125482358562	
527700	-191.148051	1	0.124159156884	0.659477519782	4.571250191114	0.124275094710	
527800	-191.279280	1	0.123764769377	0.751975009005	4.576912942973	0.123727998686	
527900	-190.605174	1	0.124754550300	-0.058030306137	4.547898490955	0.125117114546	
528000	-191.793434	1	0.119320801087	0.749299497361	4.599167220626	0.120012835957	
528100	-191.896565	1	0.120720229281	0.713200207520	4.603644102506	0.121511532278	
528200	-191.418612	1	0.122276259664	0.157057246655	4.582933028283	0.123152137560	
528300	-190.984366	1	0.124411337458	0.293337713615	4.564196745817	0.123893576737	
528400	-190.552269	1	0.124878576313	0.070837391019	4.545629171628	0.125043244481	
528500	-191.072391	1	0.132014851524	0.172571041185	4.567988535618	0.131351572454	
528600	-192.555450	1	0.132723128598	0.381173489422	4.632348999312	0.134000703210	
528700	-190.867582	1	0.132658738076	0.348222301283	4.559170970813	0.132993529989	
528800	-191.951791	1	0.134174217939	0.723491244034	4.606043239682	0.133363655707	
528900	-195.196378	1	0.133518388259	0.055582316683	4.749210970395	0.135604411014	
529000	-190.916132	1	0.133492816526	0.492748517573	4.561259627855	0.133578264460	
529100	-191.144716	1	0.134901619863	0.484156641421	4.571106358937	0.134426884162	
529200	-190.877044	1	0.137001477913	0.450266377097	4.559577960502	0.137134965889	
529300	-191.709610	1	0.136898268928	0.022277841666	4.595531671624	0.137951829485	
529400	-190.868866	1	0.137012326305	0.459699225530	4.559226184151	0.137024309787	
529500	-190.845403	1	0.135192411484	0.372360897079	4.558217107052	0.135454500041	
529600	-191.032135	1	0.133169775462	0.548210150014	4.566254045226	0.132950238524	
529700	-191.720455	1	0.132828282119	0.673040231410	4.596001870453	0.133547125630	
529800	-192.628919	1	0.133876300676	0.053533511044	4.635560803513	0.132482336615	
529900	-191.244999	1	0.130122616489	0.065614990712	4.575432982352	0.129308995282	
530000	-190.604428	1	0.135566208950	0.002702176321	4.547866480423	0.135237223733	
530100	-190.878458	1	0.135101137814	0.233481083054	4.559638772192	0.135569010110	
530200	-190.766408	1	0.132852431537	0.277530743248	4.554821432879	0.133138530766	
530300	-190.734614	1	0.132069368260	0.330153937303	4.553455434635	0.132155918890	
530400	-191.842488	1	0.136995576134	0.530416577944	4.601296118281	0.136094797526	
530500	-190.608456	1	0.136951304477	-0.014948521853	4.548039297438	0.136605552904	
530600	-193.445643	1	0.136134992747	0.404324503615	4.671415471554	0.134574007083	
530700	-190.736615	1	0.136326988362	0.330249375391	4.553541421830	0.136233687657	
530800	-190.568794	1	0.134518594968	0.068415761108	4.546337848442	0.134728169188	
530900	-190.904291	1	0.135441948889	0.447205760602	4.560750133483	0.135226939267	
531000	-190.986517	1	0.136017667011	0.552657824094	4.564289340112	0.135997322913	
531100	-190.807280	1	0.135887997191	0.166328595665	4.556578045171	0.135438344753	
531200	-191.437007	1	0.134724723826	0.016662565414	4.583728439801	0.135653263872	
531300	-191.695730	1	0.132682317150	0.381768010361	4.594929983432	0.133597911506	
531400	-191.683719	1	0.131718394100	0.214717688195	4.594409333938	0.130733382577	
531500	-190.776959	1	0.129563622024	0.313600378380	4.555274846289	0.129316579158	
531600	-190.980631	1	0.130007781180	0.078182712630	4.564035891703	0.129364618262	
531700	-190.930339	1	0.127705513893	0.419299187592	4.561871013778	0.128022823195	
531800	-191.182661	1	0.129314323350	0.212531722043	4.572743005846	0.128598335482	
531900	-192.150323	1	0.128741515033	0.310422066637	4.614678156040	0.129891875124	
532000	-192.574475	1	0.128064806803	0.631487593405	4.633180496072	0.126897484270	
532100	-190.552351	1	0.127637119725	0.061639445187	4.545632672166	0.127816435580	
532200	-191.977718	1	0.126456691392	0.435965170531	4.607169980691	0.127478468258	
532300	-192.123164	1	0.128158599184	0.400776160081	4.613495941580	0.129260356274	
532400	-191.699564	1	0.130541688508	0.390912681509	4.595096181458	0.129628970729	
