"File","HPD_L","HPD_U","ESS","Central_ESS","Tail_ESS","pvalue_HW-test","arithmetic_mean","harmonic_mean","mode"
"data.Log.txt","-0.065497521259","0.294696406956","2.43553828196052","1.83645406658554","10.5049228787521","0.65805264011151","0.0971055938557583","0.107198981647304","0.0388354357454451"
